timestamp,rms
0.149588542,0.0
0.169108229,1.7059845e-06
0.189764844,1.5258789e-05
0.210428125,2.2781973e-05
0.229997917,2.3099139e-05
0.250486406,2.5227044e-05
0.26901724,2.7224576e-05
0.290353073,2.7736462e-05
0.308903125,3.0262196e-05
0.329292656,3.053347e-05
0.351255469,3.177897e-05
0.369198698,3.3430333e-05
0.388949427,3.199195e-05
0.409363229,3.25779e-05
0.429461823,3.256301e-05
0.449423854,0.0012832602
0.468885,0.005915204
0.48933151,0.0046591028
0.509384271,0.006288156
0.529504635,0.009065008
0.54910026,0.008820433
0.569134323,0.014625922
0.589371719,0.01029737
0.609654167,0.008013143
0.628709271,0.006268974
0.649322187,0.0051413
0.669375052,0.007789545
0.691801302,0.005424083
0.709402187,0.00794868
0.729969219,0.0046633645
0.749903906,0.008663438
0.769307083,0.009668543
0.790326771,0.005310107
0.809992708,0.007863812
0.829078854,0.010102563
0.849446302,0.010880086
0.868863333,0.22838488
0.890407083,0.34080186
0.909818906,0.37388444
0.929355469,0.337176
0.949191771,0.3426749
0.970804635,0.35487673
0.990059583,0.16913655
1.009525417,0.29413873
1.029049583,0.16553658
1.04945026,0.20343934
1.070154427,0.19624558
1.08940776,0.15797809
1.109167604,0.13121647
1.129267344,0.06246555
1.150977135,0.036912493
1.172154739,0.020853538
1.190611354,0.014163318
1.209474635,0.0039651655
1.229576198,0.0026321504
1.249425521,0.0024361447
1.269158073,0.0019702797
1.289617343,0.0024916595
1.309309791,0.001644928
1.329275,0.0025856923
1.349028385,0.0020891475
1.369444218,0.002303971
1.390134271,0.0020038772
1.409909896,0.0032081075
1.429516146,0.0031491052
1.449497083,0.010981822
1.469222448,0.103576966
1.490779791,0.08475246
1.509536354,0.10881438
1.529424843,0.15925533
1.549639635,0.13534172
1.569194114,0.1958831
1.589174479,0.19593763
1.609508281,0.2260648
1.629221093,0.22964935
1.649775312,0.21987177
1.668867031,0.1402211
1.689541145,0.12391096
1.710890572,0.10570759
1.729469635,0.06502427
1.749151666,0.026779711
1.769179114,0.018387526
1.789728125,0.012049293
1.809238333,0.024996173
1.828937395,0.0091733085
1.849578177,0.005778656
1.869459843,0.0062746177
1.889730989,0.0057560457
1.90924302,0.005060027
1.92933177,0.003719005
1.949489999,0.0040414697
1.970301197,0.0028758177
1.990388385,0.0028442566
2.010339114,0.0027716318
2.029153489,0.0039403713
2.049323645,0.002972898
2.072241354,0.0016926286
2.089940885,0.0029786923
2.111144583,0.003587589
2.129698072,0.003840443
2.149159687,0.0021617864
2.170551093,0.002506791
2.18927026,0.0989294
2.212895885,0.26159215
2.229418645,0.18375124
2.249282135,0.20483594
2.270806562,0.17782764
2.292378906,0.19683567
2.309020729,0.15343337
2.329232395,0.26894417
2.349574791,0.18845561
2.369338801,0.15132768
2.38894026,0.26985836
2.409560364,0.14542301
2.429421718,0.19255792
2.449324374,0.1503379
2.469157603,0.20999223
2.489550989,0.17292584
2.509696041,0.2253412
2.529961978,0.19148417
2.549176666,0.10272423
2.571375572,0.1500138
2.589718801,0.13179792
2.60925177,0.19039652
2.629161562,0.13605101
2.649776822,0.11387009
2.67027052,0.1290415
2.689188124,0.11686999
2.709276301,0.072613634
2.729806458,0.08977969
2.74953453,0.09643434
2.769639322,0.05306272
2.789248437,0.021367926
2.810272082,0.014889163
2.829412187,0.00943493
2.84925526,0.002785505
2.87062276,0.0029790925
2.889703124,0.0030423054
2.910110364,0.0035090158
2.929196249,0.0028923121
2.949175155,0.003877644
2.97403901,0.0030276023
2.989278853,0.0030644732
3.009276822,0.0025258507
3.029612551,0.0027316497
3.049591874,0.0028203502
3.069445416,0.0026957537
3.089083801,0.0036495936
3.109173593,0.0030285367
3.12925927,0.004785443
3.14936453,0.004394218
3.169772707,0.003576024
3.188903593,0.003531255
3.209367707,0.0033279127
3.229760989,0.0039612222
3.250909426,0.003429175
3.269332291,0.0037689554
3.289288905,0.004639893
3.310130259,0.005010585
3.329161353,0.0031233379
3.34922203,0.0033372205
3.369673905,0.0019221056
3.389679426,0.005986902
3.409324009,0.07693956
3.429159061,0.14897317
3.449448645,0.12802364
3.471730416,0.11947012
3.489211666,0.25692198
3.509760884,0.23921345
3.529414009,0.2882959
3.55051552,0.26615337
3.569673853,0.20559663
3.589360311,0.25801194
3.609566509,0.14105327
3.629485936,0.14084655
3.649522082,0.15121512
3.669153488,0.09184668
3.694177759,0.055855755
3.717788332,0.024910616
3.729821978,0.014946223
3.749339686,0.007190755
3.770824218,0.0071124895
3.789082343,0.004119285
3.80960552,0.0043406063
3.829137759,0.004776558
3.849389738,0.0038129883
3.86972578,0.0043309303
3.889407863,0.003563981
3.909238905,0.0040729297
3.929464217,0.0021819142
3.949643228,0.0021567189
3.969492447,0.0030886915
3.989023801,0.0021597156
4.009118957,0.0032420293
4.029796926,0.0044886307
4.050386249,0.08319086
4.070576509,0.2001408
4.089145311,0.19269177
4.109279061,0.17739366
4.129391613,0.18563107
4.151872238,0.18840519
4.169308749,0.1406777
4.189228697,0.13799857
4.209921717,0.19108506
4.229423228,0.13388789
4.250183749,0.12085701
4.270787342,0.09845717
4.289423019,0.09673619
4.310214322,0.06292769
4.329539009,0.07294554
4.350024269,0.0625466
4.369704061,0.0700089
4.389970624,0.03378026
4.41114578,0.010924833
4.429814217,0.00806748
4.449575728,0.0036131572
4.470662967,0.004293935
4.490422186,0.0052796854
4.510947603,0.004625333
4.529461301,0.0036545345
4.549584842,0.004762846
4.569396717,0.005154856
4.589208801,0.0054869265
4.610529634,0.0056090327
4.629116248,0.008172707
4.649256561,0.005284068
4.669440728,0.005916143
4.68917828,0.004959696
4.709069165,0.0062018107
4.729285207,0.003355926
4.749399998,0.004090939
4.76972479,0.0035161984
4.788969061,0.0068239802
4.809438175,0.12907317
4.829544217,0.21988514
4.851193175,0.3680261
4.869856092,0.3700786
4.889459894,0.3438359
4.909302967,0.30150694
4.929607967,0.3426863
4.949737655,0.29108697
4.970647915,0.2814839
4.990628957,0.28666717
5.009245675,0.26915056
5.028906613,0.17323942
5.049438748,0.22176367
5.071601821,0.19775389
5.090714061,0.16644253
5.108408852,0.12613736
5.128563592,0.12855877
5.148575415,0.13257517
5.168881873,0.14097999
5.188496613,0.15544693
5.208591665,0.16913664
5.228629165,0.10008807
5.248632498,0.11597773
5.26841005,0.113214
5.288617446,0.08056445
5.308529165,0.08283524
5.328764842,0.0687777
