timestamp,rms
0.149949531,0.0
0.171002969,9.849506e-07
0.198347813,1.5226967e-05
0.210207708,2.1935892e-05
0.229857188,2.2568054e-05
0.251377396,2.4741677e-05
0.270491823,2.7543418e-05
0.290750833,3.077084e-05
0.310443073,3.0549352e-05
0.330863229,3.0390156e-05
0.352065677,3.2918575e-05
0.371140052,3.1976782e-05
0.390998073,3.2741274e-05
0.41033974,3.35028e-05
0.431481771,3.226371e-05
0.45011276,0.0022779845
0.469891823,0.0029334591
0.49045125,0.00403172
0.51119349,0.005663656
0.530826146,0.010161563
0.550079739,0.007830296
0.570365833,0.005787146
0.590974479,0.009403301
0.610724792,0.008769021
0.630278281,0.012095667
0.650634844,0.0075930264
0.672898229,0.0077855857
0.690504896,0.010469605
0.712102187,0.007899222
0.730502187,0.006820359
0.751188177,0.011080658
0.772874479,0.009055082
0.790338698,0.009158986
0.811033594,0.008235153
0.831104427,0.007840028
0.851280625,0.0073842998
0.871640052,0.009060144
0.890776458,0.006928366
0.910628646,0.007683179
0.930329375,0.009809298
0.950599375,0.008419609
0.972494635,0.005267625
0.990706146,0.011070529
1.010699583,0.0063695954
1.029836093,0.00889489
1.050650364,0.00886055
1.071699739,0.0053885696
1.090554948,0.009825883
1.109973385,0.009134022
1.130943593,0.008090178
1.150177396,0.0064696884
1.173747239,0.004862814
1.19052401,0.006661417
1.210373593,0.0074263494
1.230778125,0.0041108252
1.250568541,0.0058174296
1.272261979,0.00902283
1.290385,0.005639586
1.31039552,0.008387535
1.330545104,0.0050317994
1.35036375,0.0076833474
1.372649635,0.009200647
1.39051052,0.007251537
1.410824947,0.009676025
1.430014739,0.0077478383
1.450884635,0.008578538
1.47262401,0.009907512
1.490188489,0.007423909
1.510430833,0.012509632
1.530435833,0.0066846134
1.550332031,0.010082884
1.571662343,0.011571675
1.589906041,0.009948435
1.610937604,0.007047889
1.630991145,0.01209336
1.651139843,0.008140274
1.672497395,0.0066675083
1.690318749,0.0067764614
1.710462604,0.006396014
1.731050677,0.010642475
1.750965937,0.0054914104
1.771053541,0.007946272
1.790308645,0.005507757
1.810438906,0.0074070985
1.829958802,0.008282153
1.852255312,0.008374606
1.871944843,0.0072196606
1.890532708,0.0061519034
1.909913593,0.0048768013
1.930824947,0.007545903
1.951062031,0.006116569
1.974922239,0.005521932
1.990029843,0.0062706466
2.010181718,0.0074736583
2.030315416,0.011378833
2.050547604,0.010435553
2.070593958,0.0088409465
2.090929687,0.009775738
2.11028651,0.006251241
2.130545468,0.006719104
2.150493228,0.0072033335
2.171520364,0.0071501383
2.192104687,0.006723333
